title,indicator_name,neighborhood,% reported good or excellent
Climate and Health,Older adults living alone,Williamsburg - Bushwick,35.81
Climate and Health,Older adults living alone,Washington Heights,31.72
Climate and Health,Older adults living alone,Central Harlem - Morningside Heights,48.12
Climate and Health,Older adults living alone,East Harlem,37.72
Climate and Health,Older adults living alone,Upper West Side,44.16
Climate and Health,Older adults living alone,Upper East Side,40.17
Climate and Health,Older adults living alone,Chelsea - Clinton,58.47
Climate and Health,Older adults living alone,Gramercy Park - Murray Hill,48.47
Climate and Health,Older adults living alone,Greenwich Village - SoHo,42.61
Climate and Health,Older adults living alone,Union Square - Lower East Side,36.86
Climate and Health,Older adults living alone,Lower Manhattan,47.03
Climate and Health,Older adults living alone,Long Island City - Astoria,34.21
Climate and Health,Older adults living alone,West Queens,24.97
Climate and Health,Older adults living alone,Flushing - Clearview,23.9
Climate and Health,Older adults living alone,Bayside - Little Neck,25.91
Climate and Health,Older adults living alone,Ridgewood - Forest Hills,31.75
Climate and Health,Older adults living alone,Fresh Meadows,28.32
Climate and Health,Older adults living alone,Southwest Queens,20.08
Climate and Health,Older adults living alone,Jamaica,22.4
Climate and Health,Older adults living alone,Southeast Queens,19.21
Climate and Health,Older adults living alone,Rockaways,27.78
Climate and Health,Older adults living alone,Port Richmond,30.62
Climate and Health,Older adults living alone,Stapleton - St. George,26.21
Climate and Health,Older adults living alone,Willowbrook,21.26
Climate and Health,Older adults living alone,South Beach - Tottenville,21.94
Climate and Health,Older adults living alone,Kingsbridge - Riverdale,35.19
Climate and Health,Older adults living alone,Northeast Bronx,27.47
Climate and Health,Older adults living alone,Fordham - Bronx Pk,32.35
Climate and Health,Older adults living alone,Pelham - Throgs Neck,30
Climate and Health,Older adults living alone,Crotona -Tremont,37.59
Climate and Health,Older adults living alone,High Bridge - Morrisania,37.71
Climate and Health,Older adults living alone,Hunts Point - Mott Haven,44.73
Climate and Health,Older adults living alone,Greenpoint,40.14
Climate and Health,Older adults living alone,Downtown - Heights - Slope,33.64
Climate and Health,Older adults living alone,Bedford Stuyvesant - Crown Heights,36.04
Climate and Health,Older adults living alone,East New York,23.8
Climate and Health,Older adults living alone,Sunset Park,24.27
Climate and Health,Older adults living alone,Borough Park,29.48
Climate and Health,Older adults living alone,East Flatbush - Flatbush,23.93
Climate and Health,Older adults living alone,Canarsie - Flatlands,24.39
Climate and Health,Older adults living alone,Bensonhurst - Bay Ridge,28.67
Climate and Health,Older adults living alone,Coney Island - Sheepshead Bay,31.53
Climate and Health,Older adults living alone,Williamsburg - Bushwick,34.77
Climate and Health,Older adults living alone,Washington Heights,31.94
Climate and Health,Older adults living alone,Central Harlem - Morningside Heights,49.11
Climate and Health,Older adults living alone,East Harlem,37.4
Climate and Health,Older adults living alone,Upper West Side,43.83
Climate and Health,Older adults living alone,Upper East Side,40.77
Climate and Health,Older adults living alone,Chelsea - Clinton,58.72
Climate and Health,Older adults living alone,Gramercy Park - Murray Hill,50.96
Climate and Health,Older adults living alone,Greenwich Village - SoHo,41.24
Climate and Health,Older adults living alone,Union Square - Lower East Side,36.64
Climate and Health,Older adults living alone,Lower Manhattan,46.46
Climate and Health,Older adults living alone,Long Island City - Astoria,34.36
Climate and Health,Older adults living alone,West Queens,25.79
Climate and Health,Older adults living alone,Flushing - Clearview,23.49
Climate and Health,Older adults living alone,Bayside - Little Neck,24.96
Climate and Health,Older adults living alone,Ridgewood - Forest Hills,31.31
Climate and Health,Older adults living alone,Fresh Meadows,27.09
Climate and Health,Older adults living alone,Southwest Queens,20.16
Climate and Health,Older adults living alone,Jamaica,22.09
Climate and Health,Older adults living alone,Southeast Queens,19.5
Climate and Health,Older adults living alone,Rockaways,26.28
Climate and Health,Older adults living alone,Port Richmond,33.01
Climate and Health,Older adults living alone,Stapleton - St. George,25.69
Climate and Health,Older adults living alone,Willowbrook,20.85
Climate and Health,Older adults living alone,South Beach - Tottenville,21.66
Climate and Health,Older adults living alone,Kingsbridge - Riverdale,33.29
Climate and Health,Older adults living alone,Northeast Bronx,27.31
Climate and Health,Older adults living alone,Fordham - Bronx Pk,32.56
Climate and Health,Older adults living alone,Pelham - Throgs Neck,29.12
Climate and Health,Older adults living alone,Crotona -Tremont,33.75
Climate and Health,Older adults living alone,High Bridge - Morrisania,35.94
Climate and Health,Older adults living alone,Hunts Point - Mott Haven,43.48
Climate and Health,Older adults living alone,Greenpoint,42.84
Climate and Health,Older adults living alone,Downtown - Heights - Slope,31.41
Climate and Health,Older adults living alone,Bedford Stuyvesant - Crown Heights,36.36
Climate and Health,Older adults living alone,East New York,23.68
Climate and Health,Older adults living alone,Sunset Park,22.74
Climate and Health,Older adults living alone,Borough Park,28.37
Climate and Health,Older adults living alone,East Flatbush - Flatbush,23.74
Climate and Health,Older adults living alone,Canarsie - Flatlands,23.88
Climate and Health,Older adults living alone,Bensonhurst - Bay Ridge,28.5
Climate and Health,Older adults living alone,Coney Island - Sheepshead Bay,33.09
Climate and Health,Older adults living alone,Williamsburg - Bushwick,35.09
Climate and Health,Older adults living alone,Washington Heights,30.45
Climate and Health,Older adults living alone,Central Harlem - Morningside Heights,47.75
Climate and Health,Older adults living alone,East Harlem,40.8
Climate and Health,Older adults living alone,Upper West Side,43.27
Climate and Health,Older adults living alone,Upper East Side,40.89
Climate and Health,Older adults living alone,Chelsea - Clinton,57.27
Climate and Health,Older adults living alone,Gramercy Park - Murray Hill,50.15
Climate and Health,Older adults living alone,Greenwich Village - SoHo,42.72
Climate and Health,Older adults living alone,Union Square - Lower East Side,36.14
Climate and Health,Older adults living alone,Lower Manhattan,46.11
Climate and Health,Older adults living alone,Long Island City - Astoria,34.55
Climate and Health,Older adults living alone,West Queens,25.6
Climate and Health,Older adults living alone,Flushing - Clearview,23.44
Climate and Health,Older adults living alone,Bayside - Little Neck,26.03
Climate and Health,Older adults living alone,Ridgewood - Forest Hills,31.11
Climate and Health,Older adults living alone,Fresh Meadows,26.93
Climate and Health,Older adults living alone,Southwest Queens,19.88
Climate and Health,Older adults living alone,Jamaica,22.29
Climate and Health,Older adults living alone,Southeast Queens,19.29
Climate and Health,Older adults living alone,Rockaways,26.07
Climate and Health,Older adults living alone,Port Richmond,34.09
Climate and Health,Older adults living alone,Stapleton - St. George,26.77
Climate and Health,Older adults living alone,Willowbrook,23.06
Climate and Health,Older adults living alone,South Beach - Tottenville,21.87
Climate and Health,Older adults living alone,Kingsbridge - Riverdale,34.09
Climate and Health,Older adults living alone,Northeast Bronx,26.16
Climate and Health,Older adults living alone,Fordham - Bronx Pk,31.14
Climate and Health,Older adults living alone,Pelham - Throgs Neck,29.56
Climate and Health,Older adults living alone,Crotona -Tremont,34.93
Climate and Health,Older adults living alone,High Bridge - Morrisania,37.68
Climate and Health,Older adults living alone,Hunts Point - Mott Haven,42.11
Climate and Health,Older adults living alone,Greenpoint,41.74
Climate and Health,Older adults living alone,Downtown - Heights - Slope,31.67
Climate and Health,Older adults living alone,Bedford Stuyvesant - Crown Heights,35.99
Climate and Health,Older adults living alone,East New York,25.72
Climate and Health,Older adults living alone,Sunset Park,23.78
Climate and Health,Older adults living alone,Borough Park,28.14
Climate and Health,Older adults living alone,East Flatbush - Flatbush,25.25
Climate and Health,Older adults living alone,Canarsie - Flatlands,23.58
Climate and Health,Older adults living alone,Bensonhurst - Bay Ridge,28.11
Climate and Health,Older adults living alone,Coney Island - Sheepshead Bay,33.75
Climate and Health,Older adults living alone,Williamsburg - Bushwick,34.83
Climate and Health,Older adults living alone,Washington Heights,29.78
Climate and Health,Older adults living alone,Central Harlem - Morningside Heights,46.7
Climate and Health,Older adults living alone,East Harlem,43.19
Climate and Health,Older adults living alone,Upper West Side,43.7
Climate and Health,Older adults living alone,Upper East Side,41.88
Climate and Health,Older adults living alone,Chelsea - Clinton,56.95
Climate and Health,Older adults living alone,Gramercy Park - Murray Hill,50.26
Climate and Health,Older adults living alone,Greenwich Village - SoHo,41.03
Climate and Health,Older adults living alone,Union Square - Lower East Side,37.47
Climate and Health,Older adults living alone,Lower Manhattan,44.05
Climate and Health,Older adults living alone,Long Island City - Astoria,33.53
Climate and Health,Older adults living alone,West Queens,25.25
Climate and Health,Older adults living alone,Flushing - Clearview,23.05
Climate and Health,Older adults living alone,Bayside - Little Neck,23.8
Climate and Health,Older adults living alone,Ridgewood - Forest Hills,31.28
Climate and Health,Older adults living alone,Fresh Meadows,25.73
Climate and Health,Older adults living alone,Southwest Queens,19.07
Climate and Health,Older adults living alone,Jamaica,22.53
Climate and Health,Older adults living alone,Southeast Queens,18.73
Climate and Health,Older adults living alone,Rockaways,26.59
Climate and Health,Older adults living alone,Port Richmond,33.57
Climate and Health,Older adults living alone,Stapleton - St. George,26.77
Climate and Health,Older adults living alone,Willowbrook,20.17
Climate and Health,Older adults living alone,South Beach - Tottenville,21.59
